9,0.80,0.66,0.37,1
9,0.68,0.75,0.21,1
9,0.60,0.75,0.02,1
9,0.59,0.69,0.18,1
9,0.67,0.67,0.26,1
9,0.66,0.77,-0.03,1
9,0.66,0.78,0.16,1
9,0.69,0.74,0.30,1
9,0.70,0.77,0.20,1
9,0.63,0.76,0.14,1
9,0.71,0.76,0.29,1
9,0.66,0.84,0.27,1
9,0.61,0.82,0.15,1
9,0.68,0.74,0.21,1
9,0.67,0.70,0.24,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
10,0.64,0.78,0.20,1
10,0.63,0.79,0.17,1
10,0.62,0.80,0.18,1
10,0.73,0.80,0.24,1
10,1.05,0.79,0.31,1
10,1.61,0.61,0.52,1
10,2.00,0.53,0.82,1
10,2.00,0.86,0.33,1
10,1.53,0.50,-0.96,1
10,-0.20,-0.93,-0.49,1
10,-2.00,-2.00,2.00,1
10,-2.00,-0.89,2.00,1
10,-0.86,2.00,1.28,1
10,-2.00,-0.52,2.00,1
10,-0.31,-0.81,2.00,1
10,-0.23,-0.38,0.41,1
10,0.77,0.08,1.05,1
10,1.41,0.47,1.11,1
10,1.23,0.55,0.13,1
10,1.58,0.69,0.31,1
10,1.26,0.63,0.34,1
10,1.02,0.81,-0.14,1
10,1.00,0.71,0.08,1
10,0.81,0.71,0.26,1
10,0.62,0.69,-0.03,1
10,0.67,0.73,0.10,1
10,0.61,0.71,0.17,1
10,0.60,0.69,0.23,1
10,0.62,0.76,0.15,1
10,0.59,0.77,0.16,1
10,0.63,0.77,0.20,1
10,0.68,0.80,0.19,1
10,0.64,0.85,0.16,1
10,0.63,0.85,0.13,1
10,0.62,0.82,0.16,1
10,0.67,0.79,0.17,1
10,0.65,0.80,0.14,1
10,0.63,0.79,0.19,1
10,0.66,0.82,0.15,1
10,0.65,0.83,0.11,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
11,0.79,0.72,0.20,1
11,1.01,0.63,0.37,1
11,1.27,0.52,0.49,1
11,1.43,0.48,0.20,1
11,1.70,0.38,0.69,1
11,1.60,0.52,1.13,1
11,0.79,0.45,0.50,1
11,-1.31,-0.56,0.22,1
11,-2.00,-1.96,2.00,1
11,-1.22,2.00,1.84,1
11,-2.00,-0.00,1.42,1
11,-2.00,-1.01,2.00,1
11,-0.50,-0.45,0.87,1
11,0.56,0.04,0.88,1
11,1.31,0.37,0.94,1
11,1.77,0.75,0.53,1
11,1.37,0.87,0.21,1
11,1.36,0.90,0.04,1
11,1.07,0.83,0.15,1
11,0.95,0.91,0.06,1
11,0.85,0.80,0.08,1
11,0.67,0.68,0.11,1
11,0.63,0.70,0.04,1
11,0.64,0.70,0.03,1
11,0.66,0.69,-0.01,1
11,0.71,0.74,0.02,1
11,0.67,0.68,0.04,1
11,0.67,0.69,0.05,1
11,0.70,0.76,0.01,1
11,0.69,0.74,0.08,1
11,0.69,0.73,0.12,1
11,0.65,0.70,0.08,1
11,0.65,0.73,0.11,1
11,0.69,0.73,0.11,1
11,0.69,0.73,0.09,1
11,0.65,0.76,0.10,1
11,0.68,0.77,0.10,1
11,0.69,0.77,0.10,1
11,0.67,0.76,0.14,1
11,0.66,0.76,0.13,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
12,0.69,0.76,0.14,1
12,0.70,0.76,0.12,1
12,0.63,0.76,0.06,1
12,0.67,0.74,0.11,1
12,0.67,0.73,0.11,1
12,0.70,0.74,0.09,1
12,0.80,0.75,0.11,1
12,1.09,0.72,0.07,1
12,1.76,0.65,0.11,1
12,2.00,0.46,0.56,1
12,2.00,0.12,-0.46,1
12,1.93,-0.82,-1.02,1
12,-1.22,-2.00,0.34,1
12,-2.00,-2.00,2.00,1
12,-2.00,2.00,2.00,1
12,-2.00,-0.25,2.00,1
12,-1.03,-1.10,1.62,1
12,-0.05,-0.41,0.29,1
12,1.05,-0.13,1.69,1
12,1.40,0.12,0.79,1
12,1.60,0.46,0.31,1
12,1.40,0.63,0.27,1
12,1.08,0.85,0.04,1
12,0.94,1.06,0.05,1
12,0.88,0.81,0.27,1
12,0.75,0.66,0.28,1
12,0.67,0.70,0.16,1
12,0.66,0.72,0.28,1
12,0.61,0.71,0.21,1
12,0.60,0.75,0.01,1
12,0.65,0.71,0.19,1
12,0.67,0.72,0.25,1
12,0.61,0.84,0.04,1
12,0.65,0.84,0.24,1
12,0.65,0.77,0.30,1
12,0.64,0.80,0.11,1
12,0.66,0.81,0.18,1
12,0.66,0.80,0.23,1
12,0.60,0.79,0.14,1
12,0.64,0.77,0.13,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
13,0.56,0.87,0.16,1
13,0.60,0.85,0.17,1
13,0.59,0.83,0.14,1
13,0.60,0.86,0.11,1
13,0.59,0.85,0.14,1
13,0.66,0.80,0.13,1
13,0.88,0.76,0.15,1
13,1.59,0.82,0.31,1
13,2.00,0.57,0.80,1
13,2.00,0.45,0.21,1
13,1.95,-0.09,-1.34,1
13,-0.42,-1.62,-0.55,1
13,-2.00,-2.00,2.00,1
13,-2.00,0.67,2.00,1
13,-2.00,2.00,1.73,1
13,-1.12,-1.93,2.00,1
13,-1.04,-0.91,-0.64,1
13,0.66,-0.33,1.35,1
13,1.29,0.09,0.84,1
13,1.44,0.63,0.01,1
13,1.52,0.75,0.32,1
13,1.29,0.90,-0.03,1
13,1.03,0.95,-0.08,1
13,0.88,0.90,0.12,1
13,0.80,0.79,0.24,1
13,0.71,0.77,0.19,1
13,0.62,0.75,0.21,1
13,0.58,0.71,0.37,1
13,0.61,0.78,0.29,1
13,0.59,0.87,0.19,1
13,0.64,0.86,0.28,1
13,0.62,0.86,0.17,1
13,0.60,0.85,0.11,1
13,0.58,0.80,0.12,1
13,0.64,0.73,0.16,1
13,0.60,0.76,0.12,1
13,0.59,0.79,0.09,1
13,0.69,0.79,0.19,1
13,0.66,0.78,0.15,1
13,0.62,0.75,0.14,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
14,0.62,0.87,0.15,1
14,0.67,0.83,0.11,1
14,0.94,0.77,0.18,1
14,2.00,0.57,0.34,1
14,2.00,0.35,0.75,1
14,2.00,0.26,-0.28,1
14,1.03,-0.33,-0.68,1
14,-1.79,-1.78,0.66,1
14,-2.00,-2.00,2.00,1
14,-1.86,2.00,1.24,1
14,-2.00,-0.37,2.00,1
14,-1.59,-1.29,2.00,1
14,-0.83,-0.54,0.15,1
14,0.57,0.09,0.83,1
14,1.23,0.10,1.09,1
14,1.70,0.57,0.37,1
14,1.61,0.86,0.25,1
14,1.22,0.89,0.20,1
